Produto_ID,Avaliação,Comentário
3164,4.58,Iste nulla aliquid nesciunt sapiente rerum id cum.
3165,1.74,Ratione libero optio dolorum.
3166,1.47,Alias officiis id molestias voluptate.
3167,2.0,Consequatur aliquam nostrum veniam beatae.
3168,3.3,Id quos necessitatibus explicabo.
3169,2.99,Tempora quia doloribus eius.
3170,3.03,Excepturi dolore in minus possimus impedit beatae sed.
3171,4.68,Necessitatibus non voluptates nisi rem.
3172,3.57,Ipsam rerum laboriosam laboriosam at voluptate consequuntur culpa.
3173,1.28,Ipsa dignissimos asperiores facere.
3174,4.47,Eveniet quae sequi modi voluptates.
3175,3.56,Dolore earum sunt tenetur expedita doloremque placeat.
3176,4.6,Officia explicabo dolorum totam sunt.
3177,2.43,Sed nihil suscipit error alias temporibus unde.
3178,3.82,Consequatur illo aperiam officiis vero.
3179,1.3,Velit culpa rem impedit.
3180,1.98,Suscipit dolorem at reprehenderit unde labore.
3181,2.65,Tempore sunt asperiores excepturi provident repellendus cum.
3182,1.68,Labore animi necessitatibus a tempora consequatur.
3183,3.69,Error culpa culpa veritatis nostrum libero in.
3184,1.61,Non omnis non minus quis dolor fuga.
3185,3.79,Saepe a in similique quidem consequatur.
3186,2.18,Doloribus iusto reiciendis vero voluptas maxime dicta.
3187,1.29,At sed rem facere consequuntur.
3188,2.72,Inventore sint animi recusandae ipsam quod rerum.
3189,3.27,Unde autem consequuntur eveniet culpa.
3190,1.88,Eveniet deserunt amet ullam nulla.
3191,4.94,Eius impedit ut autem.
3192,2.67,Quas maiores quidem laborum.
3193,2.07,Ullam dignissimos laborum.
3194,2.11,Pariatur labore nemo exercitationem recusandae quibusdam minus.
3195,1.34,Asperiores dolores delectus autem inventore officiis vero.
3196,3.95,Eos repellat laboriosam repudiandae dolore in sapiente.
3197,3.81,Expedita ad officia nesciunt quis.
3198,4.36,Excepturi inventore exercitationem vero unde tempora.
3199,1.91,Voluptatibus enim cupiditate eaque nostrum reprehenderit possimus.
3200,3.46,Voluptatum nobis quas voluptatem.
3201,4.47,Molestias fuga adipisci provident non.
3202,3.23,Ratione veritatis soluta adipisci occaecati eum nisi.
3203,1.32,Reiciendis at reprehenderit labore.
3204,3.39,Dolor eligendi harum.
3205,1.72,Rerum eligendi possimus occaecati animi consectetur iste.
3206,4.77,Ex numquam natus adipisci debitis aliquam natus.
3207,3.6,Voluptates minima debitis occaecati distinctio cumque cupiditate.
3208,2.83,Iste ullam error illo facilis aspernatur ut doloremque.
3209,3.35,Sint qui ipsum nisi.
3210,4.48,Doloremque nemo nihil at.
3211,4.92,A quod natus animi ullam itaque dolore.
3212,2.3,Quo repudiandae dolor earum.
3213,4.22,Necessitatibus et aspernatur veniam dolorem nisi voluptates.
3214,3.25,Voluptates consequuntur pariatur molestias numquam temporibus.
3215,1.33,Assumenda molestias voluptatem sunt sunt.
3216,2.74,Incidunt sapiente dolorum repudiandae ducimus suscipit.
3217,2.36,Perferendis necessitatibus voluptates sint nemo earum.
3218,4.18,Consectetur perferendis aperiam ex ut laborum optio.
3219,2.46,Sequi consequuntur provident minima ipsa deserunt in.
3220,3.12,Aliquid voluptatibus repudiandae animi.
3221,2.23,Sint doloremque corporis quidem nulla sit magni id.
3222,3.5,Enim tenetur nemo magni quibusdam saepe.
3223,1.62,Quos ratione dicta magni repellendus.
3224,1.98,Delectus aliquid quisquam autem ex at.
3225,1.82,Perferendis possimus ducimus iusto maiores veniam.
3226,4.14,Deserunt molestiae sint tenetur in.
3227,4.82,Nisi a accusamus praesentium nobis officiis magnam expedita.
3228,2.16,Nulla molestias atque omnis porro quidem.
3229,4.83,Facere harum cum officia nemo illo corrupti.
3230,2.39,Voluptatem repudiandae tenetur provident occaecati pariatur.
3231,4.43,Accusantium eos nam molestias nesciunt fugit quia.
3232,4.51,Tempora asperiores dolor provident earum illum quia.
3233,2.29,Fugit officia odio accusantium ad ad.
3234,2.72,Magni perferendis error ex magni.
3235,2.36,Commodi quisquam repudiandae ad molestiae laborum laudantium.
3236,4.82,Dignissimos nemo repudiandae a a et.
3237,4.11,Nobis tempore ea quaerat.
3238,2.76,Sapiente modi earum eveniet.
3239,3.72,Commodi accusantium voluptatem saepe itaque dolor.
3240,4.15,Natus vel consequatur quae blanditiis quas occaecati.
3241,4.37,Perspiciatis aspernatur quidem autem beatae fugit.
3242,2.48,Eveniet architecto iure ipsa.
3243,4.76,Autem voluptates incidunt repudiandae.
3244,4.81,Adipisci deserunt similique odio fuga tenetur saepe.
3245,4.24,Nesciunt dolores possimus earum et.
3246,3.38,Doloremque hic quaerat nostrum ex.
3247,2.29,Aperiam in nisi reiciendis itaque dolorum maxime ratione.
3248,1.66,Quaerat laudantium iure.
3249,2.57,Laudantium ab ad mollitia et et fugiat cum.
3250,2.9,Amet ex quaerat dolores fugit labore incidunt.
3251,1.74,Eius provident repellat ipsum libero architecto.
3252,2.52,Itaque ullam neque mollitia delectus voluptatum.
3253,4.31,Eius suscipit quidem optio mollitia accusamus.
3254,1.32,Et suscipit corrupti at deserunt quisquam.
3255,2.37,Eos illo deleniti laudantium voluptates eveniet.
3256,2.76,Tempore nihil pariatur consectetur suscipit sapiente est impedit.
3257,4.52,Atque quaerat eum minus quo sed vel.
3258,1.68,Laudantium provident labore ex vero odit impedit.
3259,3.88,Alias corrupti sapiente quas necessitatibus amet.
3260,3.45,Magnam dolore maiores fugiat voluptatum sapiente facere.
3261,1.15,Quas nam reprehenderit rem.
3262,2.89,Perferendis perferendis eos dolor at officiis.
3263,3.78,Voluptates quia perspiciatis in laudantium.
3264,2.67,Laborum ullam quos aspernatur.
3265,3.49,Amet quas voluptate animi.
3266,1.24,Voluptates ipsa eaque corrupti consectetur facilis.
3267,2.21,Dolorum reiciendis accusamus maxime sequi laudantium tenetur.
3268,3.11,Magni reprehenderit dignissimos repudiandae.
3269,4.49,Consequuntur eveniet tempora sit praesentium.
3270,4.19,Totam aliquid earum sint distinctio.
3271,3.37,Libero quam sed doloribus exercitationem inventore.
3272,2.5,Corporis soluta officiis quibusdam quae necessitatibus expedita.
3273,3.4,Fugit magnam quis ad nulla reprehenderit qui.
3274,1.74,Eligendi voluptates nesciunt aut.
3275,4.71,Impedit accusamus doloribus id architecto aspernatur iusto.
3276,2.92,Deleniti delectus voluptatibus eveniet.
3277,3.82,Recusandae est animi tempora.
3278,4.51,Itaque aliquam illo doloremque.
3279,3.4,Cumque ducimus est aperiam in qui laudantium quia.
3280,2.4,Doloremque est deserunt totam.
3281,4.72,Commodi officia perferendis autem ipsum dolor.
3282,3.79,Perspiciatis veritatis laborum.
3283,2.62,Possimus soluta laborum ea cumque illo quibusdam doloremque.
3284,4.91,Architecto recusandae fugiat numquam commodi quisquam.
3285,1.89,Sed pariatur expedita saepe qui temporibus.
3286,4.25,Similique omnis praesentium sapiente quaerat ex consequuntur.
3287,1.41,Harum excepturi aspernatur mollitia exercitationem nam.
3288,3.04,Magni ut sunt.
3289,3.2,Eligendi doloribus iste sapiente optio.
3290,1.13,Excepturi assumenda perspiciatis quod.
3291,3.92,Ea sapiente sit illo.
3292,4.72,Placeat quos doloremque dignissimos qui eum.
3293,3.8,Deserunt optio nihil reiciendis laudantium sunt autem eveniet.
3294,4.51,Eum laboriosam dolorem.
3295,4.17,Quo exercitationem nisi saepe.
3296,3.83,Eum maxime consequuntur fuga.
3297,1.48,Suscipit officiis ex eveniet omnis quis blanditiis.
3298,3.21,Recusandae ducimus odit exercitationem ut dolor voluptate inventore.
3299,1.94,Minima laudantium officia error.
3300,2.33,Nulla sunt voluptas qui inventore sint.
3301,3.4,In maxime omnis placeat.
3302,2.6,Amet quis alias tempore quidem.
3303,3.08,Voluptates nostrum magnam vitae illum molestias at hic.
3304,3.93,Necessitatibus nam sint illo sed officia sit.
3305,2.7,Quidem officia dolores modi.
3306,4.61,Nulla vero quisquam perspiciatis.
3307,1.59,Corrupti nemo iure exercitationem.
3308,3.45,Quod earum magnam enim voluptas iusto dolorum.
3309,3.88,Libero asperiores numquam voluptas sequi.
3310,4.15,Doloremque quaerat natus officiis consequuntur consectetur.
3311,1.73,Facere suscipit sequi vel debitis.
3312,3.39,Non esse tempore dolore repellendus neque.
3313,1.13,Animi voluptate voluptas quidem culpa.
3314,3.15,Repudiandae recusandae odio magnam in.
3315,3.65,Quam itaque distinctio distinctio corrupti quis magni.
3316,3.23,Quibusdam necessitatibus alias minima.
3317,2.02,Provident ducimus suscipit laboriosam blanditiis natus nostrum.
3318,2.86,Modi iusto aperiam unde numquam fugiat odio voluptatibus.
3319,2.67,Voluptatibus quibusdam sint pariatur impedit temporibus.
3320,3.8,Dolore alias amet iusto.
3321,3.95,Odio aliquid aspernatur sit reprehenderit a.
3322,4.4,Doloremque adipisci doloremque saepe porro.
3323,3.03,Dolores molestiae aspernatur quis consequatur eveniet.
3324,1.54,Iure veniam eius ex tempore laudantium.
3325,3.11,Corrupti optio ipsa esse quos repellat.
3326,1.26,Atque adipisci enim tempore.
3327,1.16,Dolores cumque quisquam.
3328,4.32,Delectus reiciendis quas.
3329,3.97,Explicabo mollitia officia ullam officia quas debitis temporibus.
3330,4.72,Non alias culpa consequatur tempore culpa.
3331,4.53,Quis delectus libero tempore.
3332,2.43,Modi doloribus qui.
3333,2.6,Non reprehenderit ipsum omnis eos earum.
3334,4.35,Sed fuga deserunt aperiam non libero.
3335,1.38,Voluptatem unde vel nostrum nulla cum fuga optio.
3336,1.63,Unde ab nostrum voluptatum asperiores placeat.
3337,3.89,Ipsam architecto libero quo recusandae.
3338,1.87,Rem asperiores hic maiores voluptates.
3339,1.53,Animi odio quidem nesciunt nisi dolor aspernatur.
3340,2.66,Quo assumenda facere placeat voluptatum.
3341,2.78,Non laborum ut laboriosam.
3342,4.57,Consequatur labore nostrum natus.
3343,3.8,Illo aperiam iure quibusdam fuga doloremque nulla quidem.
3344,4.57,Mollitia minus earum odio velit non.
3345,1.09,Eos ipsa consequuntur laudantium occaecati.
3346,2.58,Earum dolor itaque atque autem.
3347,1.44,Alias dolore doloremque facilis magni ea sint.
3348,4.99,Ab voluptate quasi distinctio laborum dolorum explicabo.
3349,1.27,Nihil quidem natus in aut a.
3350,4.45,In quo harum pariatur non architecto.
3351,1.13,Explicabo voluptates reiciendis.
3352,1.26,Similique sit molestias illum reiciendis.
3353,4.91,Maxime occaecati tempore rem.
3354,2.47,Natus optio dolores.
3355,2.73,Quo ducimus voluptates beatae excepturi cumque alias.
3356,2.92,Cumque porro unde magni velit aut distinctio.
3357,3.4,Harum eum odit corrupti.
3358,2.28,Amet dolore rem occaecati nam qui.
3359,3.9,Eos itaque possimus optio.
3360,1.36,Quisquam voluptate pariatur est.
3361,3.8,Quos porro vel occaecati eos.
3362,3.53,Veniam dolores ab dicta vitae deserunt ipsum.
3363,4.52,Esse sed sapiente vero.
3364,2.13,Quis voluptas harum impedit molestias dicta commodi magnam.
3365,3.88,Reiciendis deserunt minus qui.
3366,1.87,Dolorum culpa dolore minima autem explicabo.
3367,2.56,Iusto pariatur ipsam aliquid repellendus laudantium voluptas.
3368,4.12,Nihil eaque minus deserunt fugit.
3369,3.13,Quis nisi sapiente veritatis.
3370,4.01,Provident sequi est.
3371,3.69,Sunt modi sapiente fugit.
3372,4.06,Natus quam animi quas similique ullam ratione cupiditate.
3373,2.63,Neque necessitatibus suscipit perspiciatis voluptates sunt beatae dolorem.
3374,3.03,Dolor delectus corporis earum a perspiciatis sunt.
3375,1.72,Soluta illum laboriosam laudantium harum doloribus nulla.
3376,2.29,Beatae ullam saepe iste.
3377,3.59,Iste laborum ipsam rerum.
3378,2.72,Ut suscipit optio sit.
3379,2.09,Corporis sed eum ipsum rerum porro.
3380,2.15,Itaque perferendis mollitia pariatur et fugit.
3381,4.06,Harum cumque aliquam dolor aperiam.
3382,2.16,Quaerat earum ipsa odit omnis dolorum.
3383,4.26,Modi voluptates corrupti quidem.
3384,3.11,Sequi voluptatem repudiandae sit repellendus in perferendis velit.
3385,3.89,Tempora explicabo officia excepturi.
3386,2.49,Illum rerum sint temporibus amet minus consequuntur.
3387,4.59,Eum assumenda vero soluta tenetur eos labore esse.
3388,4.75,Accusamus officiis nobis nobis reprehenderit nisi.
3389,4.32,Facere laborum delectus quis eius iste maxime.
3390,2.6,Dolorum est ipsam mollitia culpa.
3391,4.85,Dicta aut dignissimos reiciendis dolore illum impedit.
3392,1.04,A in distinctio a suscipit ratione.
3393,2.76,Fuga quis sunt atque distinctio.
3394,3.74,Facilis quisquam illum incidunt consectetur.
3395,4.04,Praesentium modi occaecati explicabo.
3396,3.55,Corporis eaque quisquam quo quod sapiente eos dignissimos.
3397,4.33,Dignissimos voluptatibus animi enim necessitatibus necessitatibus.
3398,2.05,Necessitatibus laboriosam cupiditate nobis.
3399,3.12,Repellat dignissimos delectus magni magnam.
3400,4.11,Culpa eaque quo omnis aliquid repellendus laudantium.
3401,3.36,Expedita vero odio asperiores quam mollitia.
3402,2.85,Numquam eius corporis eveniet delectus neque.
3403,4.27,Maiores ipsam et.
3404,1.27,Voluptatum fugiat atque.
3405,2.62,Minima eveniet odio cum tempora saepe.
3406,2.56,Architecto eos quis ullam temporibus repellendus optio nulla.
3407,3.25,Consectetur accusamus voluptates delectus.
3408,3.13,Rem molestiae libero recusandae deleniti architecto id.
3409,2.12,Voluptates nobis magnam.
3410,3.56,Aliquam modi nulla voluptas at vero ipsa impedit.
3411,1.76,Dolorem alias quis beatae.
3412,3.21,Soluta aut mollitia eligendi pariatur.
3413,1.66,Officia eius accusantium iste.
3414,2.84,Earum veritatis explicabo non magnam.
3415,2.84,Aspernatur nisi quis aliquid fugit enim omnis.
3416,3.13,Eos laborum debitis esse.
3417,3.62,Odit pariatur nisi illum.
3418,2.49,Accusamus et quasi expedita cumque.
3419,3.58,Velit nostrum exercitationem facilis omnis nobis.
3420,3.89,Accusamus aut doloremque nisi molestias facilis voluptatibus tempora.
3421,3.61,Nesciunt pariatur sapiente quia ducimus in ad.
3422,3.84,Temporibus magni error illum.
3423,2.44,Fuga necessitatibus voluptatibus dolorem natus doloremque.
3424,4.52,Occaecati illo sint.
3425,4.09,Quia veniam saepe.
3426,4.37,Ipsa occaecati in repudiandae quos.
3427,4.15,Esse nam sequi reiciendis sed possimus incidunt.
3428,3.15,Corrupti ab fugiat laudantium.
3429,1.53,Ad quo hic quam ut.
3430,3.54,Fugit voluptas reprehenderit quam ea est veniam nostrum.
3431,4.97,Delectus architecto voluptates in nobis.
3432,4.76,Porro voluptatem ullam explicabo quaerat.
3433,2.09,Optio tempora eveniet.
3434,4.36,Officiis eos cum magnam perferendis numquam labore.
3435,1.64,Adipisci est illum beatae expedita neque esse.
3436,3.68,Ab adipisci libero beatae amet.
3437,3.18,Voluptate pariatur ipsum eveniet temporibus excepturi placeat iste.
3438,2.89,Tempora illum dolorum illo aspernatur repellat.
3439,2.57,Dolores in commodi quas dolore molestias expedita voluptas.
3440,4.97,Ab sit ratione voluptatem ad aliquid.
3441,2.56,Tempora maiores praesentium consequatur.
3442,3.38,Sed exercitationem consectetur ipsa.
3443,1.17,Voluptate deleniti nihil possimus sint corrupti maxime.
3444,4.85,Similique repellendus repellat soluta quas iure.
3445,3.3,Aperiam odit nemo blanditiis fuga doloremque dolore.
3446,1.76,Reprehenderit at iure alias natus sed perferendis occaecati.
3447,2.94,Enim quasi consequatur odit voluptatum.
3448,3.15,Quos harum alias temporibus cupiditate nostrum.
3449,4.82,Tempore officiis sequi itaque unde ea.
3450,1.15,Voluptatem nesciunt ad quae odit a voluptatem.
3451,4.6,Veniam deserunt possimus distinctio quaerat placeat.
3452,4.96,Laudantium doloremque ex dolores quibusdam dolores quod.
3453,2.42,Dolore doloribus omnis atque hic excepturi.
3454,1.52,Mollitia id ipsum dolorum nisi consequuntur aliquam quis.
3455,1.29,Sit expedita quidem laudantium nemo.
3456,4.61,Inventore ab excepturi.
3457,1.62,Nulla alias expedita reprehenderit aut quasi non.
3458,3.07,Est nam aspernatur repudiandae eius quibusdam.
3459,3.46,Expedita ea nemo qui.
3460,4.49,Ea ratione beatae dicta quis quia.
3461,3.51,Nihil a dolorum dignissimos autem fugiat.
3462,4.77,Quisquam dolorum quaerat eveniet.
3463,2.16,Perferendis a iure tempora natus asperiores.
3464,1.74,Alias porro illo quo totam reiciendis.
3465,1.15,Ipsam nisi inventore suscipit eaque qui quod.
3466,1.38,Sunt non iste a.
3467,3.27,Iste sint tempora fuga praesentium.
3468,4.87,Ipsa enim doloribus aspernatur id.
3469,2.92,Commodi aliquam corrupti vel.
3470,4.19,Dolor sit sed accusamus ab iusto recusandae.
3471,4.41,Saepe beatae soluta fugiat quia corrupti.
3472,3.11,Laudantium ipsam voluptatem.
3473,3.56,A maxime quas tempora inventore.
3474,1.57,Excepturi voluptas asperiores dolorem nobis aut deserunt ad.
3475,4.94,Cum modi fuga nobis tempora illo non.
3476,3.58,Animi ipsum soluta ab sed fugiat quo.
3477,4.7,Natus reiciendis commodi hic id sint.
3478,3.32,Magni facilis aperiam nam doloremque perspiciatis.
3479,2.81,Mollitia corporis aperiam deserunt repellat labore.
3480,3.89,Incidunt quibusdam atque.
3481,3.07,Optio atque quidem perferendis sit dolore quas nobis.
3482,2.07,Voluptatibus officiis aliquid non accusantium possimus harum.
3483,3.51,Commodi laborum maxime repellendus reprehenderit voluptates nesciunt.
3484,2.32,Laudantium architecto maiores rem.
3485,2.76,Id aspernatur fugit sunt dignissimos sapiente rem.
3486,2.97,Tenetur praesentium vel sequi facere cum at veniam.
3487,4.4,Nam nesciunt officia natus consequatur ullam.
3488,1.74,Quo in placeat hic eius.
3489,3.18,Nihil magnam officiis maiores reprehenderit accusamus.
3490,2.52,Ut fuga eligendi molestias.
3491,2.8,Veniam expedita facere quae aut.
3492,4.11,Quis harum mollitia aliquam maxime accusamus ducimus.
3493,2.01,Soluta officia accusamus similique dolores.
3494,2.58,Aspernatur praesentium praesentium voluptatum.
3495,4.04,Magnam asperiores voluptates error nisi neque.
3496,1.93,Fugit praesentium deserunt aut.
3497,3.45,Voluptatum est facilis facilis repellat.
3498,3.39,Ullam aliquam quo.
3499,1.96,Architecto nobis quas.
3500,2.21,Rem ipsam quos quo perspiciatis atque.
3501,2.8,Quasi fuga doloremque quos distinctio mollitia hic.
3502,3.06,Labore placeat sunt tempora mollitia itaque.
3503,2.34,Fuga debitis ullam nostrum itaque non modi.
3504,3.03,Praesentium doloribus explicabo neque minus enim deserunt.
3505,2.45,Voluptas illum voluptas iure est.
3506,2.17,Quibusdam ad dolorem ut voluptas veritatis saepe.
3507,3.33,Sint labore qui dolorum consequatur sapiente totam.
3508,3.02,Occaecati minus ea autem rerum architecto sed.
